dataset,unit_id,mechanism,level,strength,simple_reference_cost,approximate_dp_cost,paired_difference,percentage_difference,execution_path_difference,adverse_unit
M5,FOODS_3_252__CA_1,switching_cost,low,0.0,3573.4692144708515,3718.930048861735,145.46083439088352,4.070577516152547,True,True
M5,FOODS_3_252__CA_1,switching_cost,medium,0.05,3573.4692144708515,3719.1300488617358,145.66083439088425,4.076174318251494,True,True
M5,FOODS_3_252__CA_1,switching_cost,high,0.2,3573.4692144708515,3719.330048861735,145.8608343908836,4.081771120350402,True,True
M5,FOODS_3_252__CA_2,lead_time,low,0.0,4021.0708468711705,3814.3723872776304,-206.69845959354006,-5.140383431800857,True,False
M5,FOODS_3_252__CA_2,lead_time,medium,2.0,4888.7427073700255,4535.8023351992415,-352.94037217078403,-7.219450752413471,True,False
M5,FOODS_3_252__CA_2,lead_time,high,7.0,6483.861357886075,5208.261955398654,-1275.5994024874208,-19.673452778813004,True,False
M5,FOODS_3_252__CA_2,switching_cost,low,0.0,4888.7427073700255,4535.702335199241,-353.0403721707844,-7.2214962681214185,True,False
M5,FOODS_3_252__CA_2,switching_cost,medium,0.05,4888.7427073700255,4535.8023351992415,-352.94037217078403,-7.219450752413471,True,False
M5,FOODS_3_252__CA_2,switching_cost,high,0.2,4888.7427073700255,4536.102335199241,-352.64037217078476,-7.213314205289668,True,False
M5,FOODS_3_252__CA_3,lead_time,low,0.0,2429.104428320629,2095.762409260774,-333.3420190598549,-13.722836086150165,True,False
M5,FOODS_3_252__CA_3,lead_time,medium,2.0,4529.843086752761,8793.39049999821,4263.547413245448,94.12130468081604,True,True
M5,FOODS_3_252__CA_3,lead_time,high,7.0,9250.661196908004,14265.380717442462,5014.719520534458,54.209309083880484,True,True
M5,FOODS_3_252__CA_3,switching_cost,low,0.0,4529.843086752761,3410.229552975688,-1119.6135337770734,-24.716386690111012,True,False
M5,FOODS_3_252__CA_3,switching_cost,medium,0.05,4529.843086752761,8793.39049999821,4263.547413245448,94.12130468081604,True,True
M5,FOODS_3_252__CA_3,switching_cost,high,0.2,4529.843086752761,8793.44049999821,4263.597413245449,94.12240847180931,True,True
M5,FOODS_3_252__TX_1,lead_time,low,0.0,1978.4690282500646,4294.440264544353,2315.9712362942887,117.05875620113909,True,True
M5,FOODS_3_252__TX_1,lead_time,medium,2.0,4116.9506042579815,3193.6102874782537,-923.3403167797278,-22.427772532047324,True,False
M5,FOODS_3_252__TX_1,lead_time,high,7.0,4373.889318645604,3919.0283456273714,-454.8609730182329,-10.399462352172248,True,False
M5,FOODS_3_252__TX_1,switching_cost,low,0.0,4116.9506042579815,3193.4602874782545,-923.490316779727,-22.43141600544348,True,False
M5,FOODS_3_252__TX_1,switching_cost,medium,0.05,4116.9506042579815,3193.6102874782537,-923.3403167797278,-22.427772532047324,True,False
M5,FOODS_3_252__TX_1,switching_cost,high,0.2,4116.9506042579815,3193.6602874782543,-923.2903167797272,-22.426558040915246,True,False
M5,FOODS_3_252__TX_2,lead_time,low,0.0,1170.643999445522,895.5192074444581,-275.12479200106395,-23.502003352973013,True,False
M5,FOODS_3_252__TX_2,lead_time,medium,2.0,6916.958375396316,1774.446339107465,-5142.512036288851,-74.34643606618789,True,False
M5,FOODS_3_252__TX_2,lead_time,high,7.0,11938.677602711066,3569.1747510703967,-8369.50285164067,-70.10410306866902,True,False
M5,FOODS_3_252__TX_2,switching_cost,low,0.0,6916.958375396316,1774.3463391074652,-5142.6120362888505,-74.34788178834744,True,False
M5,FOODS_3_252__TX_2,switching_cost,medium,0.05,6916.958375396316,1774.446339107465,-5142.512036288851,-74.34643606618789,True,False
M5,FOODS_3_252__TX_2,switching_cost,high,0.2,6916.958375396316,1774.7463391074652,-5142.212036288851,-74.34209889970924,True,False
M5,FOODS_3_252__TX_3,lead_time,low,0.0,1160.8230842014116,714.7460009692986,-446.07708323211295,-38.42765442065547,True,False
M5,FOODS_3_252__TX_3,lead_time,medium,2.0,6595.472101301496,1213.7560196961938,-5381.716081605302,-81.59713207707026,True,False
M5,FOODS_3_252__TX_3,lead_time,high,7.0,5947.781499493134,2459.1100547394194,-3488.6714447537147,-58.65500346727627,True,False
M5,FOODS_3_252__TX_3,switching_cost,low,0.0,6595.472101301496,1314.4137731181966,-5281.0583281833,-80.07096758306625,True,False
M5,FOODS_3_252__TX_3,switching_cost,medium,0.05,6595.472101301496,1213.7560196961938,-5381.716081605302,-81.59713207707026,True,False
M5,FOODS_3_252__TX_3,switching_cost,high,0.2,6595.472101301496,1182.474786467911,-5412.997314833585,-82.07141553620443,True,False
M5,FOODS_3_252__WI_3,lead_time,low,0.0,1924.7237139945796,1786.9629210078724,-137.7607929867072,-7.1574321023352425,True,False
M5,FOODS_3_252__WI_3,lead_time,medium,2.0,2983.273591242926,2249.951692016327,-733.3218992265993,-24.581114564188333,True,False
M5,FOODS_3_252__WI_3,lead_time,high,7.0,4555.481108127277,3053.1505225450546,-1502.3305855822227,-32.978527402999575,True,False
M5,FOODS_3_252__WI_3,switching_cost,low,0.0,2983.273591242926,2248.599099205747,-734.6744920371793,-24.626453778618764,True,False
M5,FOODS_3_252__WI_3,switching_cost,medium,0.05,2983.273591242926,2249.951692016327,-733.3218992265993,-24.581114564188333,True,False
M5,FOODS_3_252__WI_3,switching_cost,high,0.2,2983.273591242926,2250.4016920163267,-732.8718992265995,-24.56603046324229,True,False
M5,FOODS_3_281__CA_3,lead_time,low,0.0,10767.912946428576,8451.090204364848,-2316.8227420637286,-21.51598692885194,True,False
M5,FOODS_3_281__CA_3,lead_time,medium,2.0,9745.817271234611,9076.111160714294,-669.7061105203175,-6.871728577314874,True,False
M5,FOODS_3_281__CA_3,lead_time,high,7.0,10232.654017857149,10234.822996500377,2.168978643228911,0.021196638129695345,True,False
M5,FOODS_3_281__CA_3,switching_cost,low,0.0,9745.817271234611,9075.511160714294,-670.3061105203178,-6.877885064588355,True,False
M5,FOODS_3_281__CA_3,switching_cost,medium,0.05,9745.817271234611,9076.111160714294,-669.7061105203175,-6.871728577314874,True,False
M5,FOODS_3_281__CA_3,switching_cost,high,0.2,9745.817271234611,9077.911160714291,-667.90611052032,-6.853259115494467,True,False
M5,FOODS_3_282__CA_3,lead_time,low,0.0,1490.5299510189802,1102.427973701142,-388.1019773178382,-26.03785164145931,True,False
M5,FOODS_3_282__CA_3,lead_time,medium,2.0,5088.046306011306,1694.4310224362528,-3393.6152835750536,-66.69780657392296,True,False
M5,FOODS_3_282__CA_3,lead_time,high,7.0,9668.944482075709,4583.945331112438,-5084.999150963271,-52.591047144699644,True,False
M5,FOODS_3_282__CA_3,switching_cost,low,0.0,5088.046306011306,1694.2810224362527,-3393.765283575053,-66.7007546602999,True,False
M5,FOODS_3_282__CA_3,switching_cost,medium,0.05,5088.046306011306,1694.4310224362528,-3393.6152835750536,-66.69780657392296,True,False
M5,FOODS_3_282__CA_3,switching_cost,high,0.2,5088.046306011306,1694.8810224362524,-3393.1652835750538,-66.68896231479215,True,False
M5,FOODS_3_288__CA_3,lead_time,low,0.0,883.0908423329947,1007.5023329822113,124.4114906492166,14.088187158700451,True,True
M5,FOODS_3_288__CA_3,lead_time,medium,2.0,3186.5456085776314,1873.7960819870968,-1312.7495265905345,-41.19663384251708,True,False
M5,FOODS_3_288__CA_3,lead_time,high,7.0,4803.55615683472,2050.7978559854846,-2752.7583008492356,-57.30667470041928,True,False
M5,FOODS_3_288__CA_3,switching_cost,low,0.0,3186.5456085776314,1877.374653415668,-1309.1709551619633,-41.08433130967593,True,False
M5,FOODS_3_288__CA_3,switching_cost,medium,0.05,3186.5456085776314,1873.7960819870968,-1312.7495265905345,-41.19663384251708,True,False
M5,FOODS_3_288__CA_3,switching_cost,high,0.2,3186.5456085776314,1873.8960819870967,-1312.6495265905346,-41.1934956479866,True,False
